"hgnc_symbol","ensembl_transcript_id","group","repeat_fraction","nmdesc_repeat_fraction","homopolymer_fraction","nmdesc_homopolymer_fraction"
"TLL1","ENST00000061240","snv_control",0.617357001972387,0.702702702702703,0.0641025641025641,0.0972972972972973
"SLC7A9","ENST00000023064","snv_control",0.601092896174863,0.573913043478261,0.0566939890710383,0.0347826086956522
"TNFRSF1A","ENST00000162749","snv_control",0.625,0.595567867036011,0.0957602339181287,0.0498614958448753
"NTN1","ENST00000173229","snv_control",0.6,0.62269129287599,0.0264462809917355,0.0686015831134565
"IMPG2","ENST00000193391","snv_control",0.605743424584004,0.571428571428571,0.0504562533548041,0.0634920634920635
"CDK13","ENST00000181839","snv_control",0.633399427186605,0.55937846836848,0.074245428508482,0.0399556048834628
"KDM4B","ENST00000159111","snv_control",0.597386812518991,0.629955947136564,0.064721969006381,0.0837004405286344
"KRT14","ENST00000167586","snv_control",0.591966173361522,0.655405405405405,0.025369978858351,0
"GNA11","ENST00000078429","snv_control",0.590740740740741,0.551867219917012,0.0203703703703704,0.0497925311203319
"CRYBB3","ENST00000215855","snv_control",0.536163522012579,0.564814814814815,0.0534591194968553,0.0740740740740741
"SPTLC2","ENST00000216484","snv_control",0.614564831261101,0.594117647058824,0.0473653049141504,0.0470588235294118
"VCL","ENST00000211998","snv_control",0.58942731277533,0.593908629441624,0.0552129221732746,0.0203045685279188
"ACO2","ENST00000216254","snv_control",0.608194622279129,0.594594594594595,0.0452411438326931,0.0648648648648649
"TGM6","ENST00000202625","snv_control",0.571428571428571,0.529411764705882,0.0363036303630363,0.0441176470588235
"ESR1","ENST00000206249","snv_control",0.598993288590604,0.540350877192982,0.0514541387024608,0.0596491228070175
"SRP54","ENST00000216774","snv_control",0.606600660066007,0.676056338028169,0.097029702970297,0.028169014084507
"OAS1","ENST00000202917","snv_control",0.596841230257689,0.525581395348837,0.0598503740648379,0.0372093023255814
"SOS2","ENST00000216373","snv_control",0.621155288822205,0.621428571428571,0.0785196299074769,0.0803571428571429
"SUPT16H","ENST00000216297","snv_control",0.618638676844784,0.693877551020408,0.0642493638676845,0.076530612244898
"CETP","ENST00000200676","snv_control",0.576248313090418,0.616,0.034412955465587,0
"EIF2AK1","ENST00000199389","snv_control",0.612783940834654,0.603351955307263,0.0824088748019017,0.122905027932961
"EEF1A2","ENST00000217182","snv_control",0.593390804597701,0.640449438202247,0.0402298850574713,0
"SALL4","ENST00000217086","snv_control",0.61258697027198,0.659574468085106,0.0638836179633144,0.0808510638297872
"NFKBIA","ENST00000216797","snv_control",0.581761006289308,0.571428571428571,0.050314465408805,0
"SERPIND1","ENST00000215727","snv_control",0.57,0.566115702479339,0.0726666666666667,0.0826446280991736
"ALG5","ENST00000239891","snv_control",0.590769230769231,0.590361445783133,0.0533333333333333,0.0783132530120482
"HRG","ENST00000232003","snv_control",0.614068441064639,0.631341600901917,0.0830164765525982,0.107102593010147
"CSNK2A1","ENST00000217244","snv_control",0.594387755102041,0.590361445783133,0.0816326530612245,0.108433734939759
"SLC25A11","ENST00000225665","snv_control",0.59047619047619,0.577669902912621,0.0687830687830688,0.0242718446601942
"HOXA2","ENST00000222718","snv_control",0.628647214854111,0.635443037974683,0.0866489832007073,0.0772151898734177
"NFKB1","ENST00000226574","snv_control",0.610996563573883,0.568720379146919,0.0642611683848797,0.0568720379146919
"TSPAN12","ENST00000222747","snv_control",0.632897603485839,0.643258426966292,0.0533769063180828,0.047752808988764
"PKD2","ENST00000237596","snv_control",0.622635018919849,0.533101045296167,0.0691434468524252,0.0278745644599303
"TTR","ENST00000237014","snv_control",0.61036036036036,0.683544303797468,0.0382882882882883,0.0822784810126582
"FIG4","ENST00000230124","snv_control",0.604625550660793,0.521929824561403,0.0591042584434655,0.0921052631578947
"PDYN","ENST00000217305","snv_control",0.626143790849673,0.62536443148688,0.109803921568627,0.110787172011662
"SETX","ENST00000224140","snv_control",0.608663181478715,0.648682559598494,0.0721931789892955,0.0526976160602258
"GUCA1B","ENST00000230361","snv_control",0.565505804311774,0.567415730337079,0.033167495854063,0.0224719101123595
"POLR3B","ENST00000228347","snv_control",0.608171663727219,0.611111111111111,0.072310405643739,0.0666666666666667
"C5","ENST00000223642","snv_control",0.621745179884715,0.622222222222222,0.0765255416418207,0.0777777777777778
"ACTA2","ENST00000224784","snv_control",0.571428571428571,0.577319587628866,0.0555555555555556,0.0206185567010309
"SNTA1","ENST00000217381","snv_control",0.590909090909091,0.629370629370629,0.0652173913043478,0.0839160839160839
"SCNN1A","ENST00000228916","snv_control",0.593532338308458,0.607888631090487,0.0681592039800995,0.129930394431555
"COMP","ENST00000222271","snv_control",0.575197889182058,0.556701030927835,0.0576077396657872,0
"LAMA4","ENST00000230538","snv_control",0.616959064327485,0.627551020408163,0.0712719298245614,0.0459183673469388
"CNOT2","ENST00000229195","snv_control",0.587800369685767,0.583941605839416,0.070856438693777,0.0291970802919708
"GNB4","ENST00000232564","snv_control",0.579667644183773,0.56687898089172,0.0439882697947214,0.0509554140127389
"KCNJ13","ENST00000233826","snv_control",0.607571560480148,0.588410104011887,0.061865189289012,0.0638930163447251
"NPRL2","ENST00000232501","snv_control",0.582677165354331,0.508474576271186,0.0227471566054243,0.0677966101694915
"CRYBA1","ENST00000225387","snv_control",0.578703703703704,0.585858585858586,0.0493827160493827,0.0404040404040404
"KISS1R","ENST00000234371","snv_control",0.624895572263993,0.666011787819253,0.0685045948203843,0.117878192534381
"LOX","ENST00000231004","snv_control",0.597288676236045,0.508771929824561,0.0406698564593301,0
"MYL2","ENST00000228841","snv_control",0.636726546906188,0.63758389261745,0.0558882235528942,0.0671140939597315
"TGFB1","ENST00000221930","snv_control",0.588235294117647,0.54066985645933,0.0298380221653879,0.0191387559808612
"GMNN","ENST00000230056","snv_control",0.588888888888889,0.528301886792453,0.0746031746031746,0.0188679245283019
"PIK3R2","ENST00000222254","snv_control",0.601280292638317,0.554263565891473,0.046639231824417,0.0465116279069767
"MAPK8IP1","ENST00000241014","snv_control",0.625936329588015,0.544715447154472,0.0884831460674157,0.0650406504065041
"NR0B2","ENST00000254227","snv_control",0.621447028423773,0.664383561643836,0.0749354005167959,0.0684931506849315
"KIDINS220","ENST00000256707","snv_control",0.598006019563582,0.612338156892612,0.0603837471783296,0.0700685453160701
"TRPM4","ENST00000252826","snv_control",0.621947873799726,0.618181818181818,0.0784636488340192,0.181818181818182
"F12","ENST00000253496","snv_control",0.606601731601732,0.63302752293578,0.0579004329004329,0.018348623853211
"VPS4A","ENST00000254950","snv_control",0.633181126331811,0.723684210526316,0.0707762557077626,0.0263157894736842
"C3","ENST00000245907","snv_control",0.592548076923077,0.651041666666667,0.0436698717948718,0.0625
"MSTO1","ENST00000245564","snv_control",0.611208406304729,0.588679245283019,0.0700525394045534,0.0339622641509434
"RAC2","ENST00000249071","snv_control",0.644214162348877,0.61878453038674,0.0345423143350604,0.0220994475138122
"SLC52A1","ENST00000254853","snv_control",0.657757980697847,0.67680608365019,0.0682999257609503,0.0950570342205323
"RHOBTB2","ENST00000251822","snv_control",0.619505494505495,0.630597014925373,0.0581501831501832,0.0783582089552239
"UBA2","ENST00000246548","snv_control",0.594903796151846,0.53448275862069,0.0670826833073323,0
"DNASE1","ENST00000246949","snv_control",0.546525323910483,0.5,0.055359246171967,0
"CHRND","ENST00000258385","snv_control",0.613899613899614,0.613733905579399,0.0579150579150579,0.0686695278969957
"HCN2","ENST00000251287","snv_control",0.627340823970037,0.680821917808219,0.0730337078651685,0.0808219178082192
"PMP2","ENST00000256103","snv_control",0.62406015037594,0.594059405940594,0.0526315789473684,0.0792079207920792
"GDF11","ENST00000257868","snv_control",0.620915032679739,0.619489559164733,0.0866013071895425,0.0696055684454756
"WNK4","ENST00000246914","snv_control",0.622990353697749,0.735849056603774,0.0959271168274384,0.169811320754717
"KLHL24","ENST00000242810","snv_control",0.574043261231281,0.561752988047809,0.0637825845812535,0.0637450199203187
"CDK4","ENST00000257904","snv_control",0.604166666666667,0.65034965034965,0.0427631578947368,0.027972027972028
"MYOT","ENST00000239926","snv_control",0.590514362057448,0.569506726457399,0.0574482297929192,0.0358744394618834
"LRP1","ENST00000243077","snv_control",0.566923359002567,0.607329842931937,0.051998533186652,0.115183246073298
"TTC21B","ENST00000243344","snv_control",0.593267527208302,0.6328125,0.0842824601366743,0.109375
"TAF4","ENST00000252996","snv_control",0.662062615101289,0.628440366972477,0.105893186003683,0.137614678899083
"PRPH","ENST00000257860","snv_control",0.62278839348903,0.594827586206897,0.0339702760084926,0.0344827586206897
"KCNA5","ENST00000252321","snv_control",0.620521172638437,0.620521172638437,0.0776330076004343,0.0776330076004343
"SEC61A1","ENST00000243253","snv_control",0.609364081062194,0.616033755274262,0.0496156533892383,0.0548523206751055
"OPN1SW","ENST00000249389","snv_control",0.556840077071291,0.552941176470588,0.0327552986512524,0.0470588235294118
"HBA2","ENST00000251595","snv_control",0.587412587412587,0.592178770949721,0.0372960372960373,0.0446927374301676
"MYH2","ENST00000245503","snv_control",0.613800205973223,0.54679802955665,0.0518365945760384,0.0394088669950739
"ATXN10","ENST00000252934","snv_control",0.591736694677871,0.60377358490566,0.0623249299719888,0.150943396226415
"TFG","ENST00000240851","snv_control",0.613466334164589,0.678983833718245,0.0532003325020781,0.0369515011547344
"TICAM1","ENST00000248244","snv_control",0.61711079943899,0.61711079943899,0.0864890135577373,0.0864890135577373
"JAG1","ENST00000254958","snv_control",0.585999453103637,0.635826771653543,0.0617992890347279,0.0688976377952756
"TBX2","ENST00000240328","snv_control",0.640018700327256,0.646123260437376,0.0537634408602151,0.073558648111332
"TUBA4A","ENST00000248437","snv_control",0.567186340014848,0.562622309197652,0.0430586488492947,0.0362035225048924
"ANO3","ENST00000256737","snv_control",0.597080787508486,0.609442060085837,0.071622539035981,0.0429184549356223
"HOXD10","ENST00000249501","snv_control",0.593352883675464,0.61280487804878,0.0586510263929619,0.0396341463414634
"TARDBP","ENST00000240185","snv_control",0.618473895582329,0.666092943201377,0.072289156626506,0.0499139414802065
"GHSR","ENST00000241256","snv_control",0.584014532243415,0.608450704225352,0.0408719346049046,0.0450704225352113
"COPA","ENST00000241704","snv_control",0.59047619047619,0.572727272727273,0.0497959183673469,0.0363636363636364
"RRM2B","ENST00000251810","snv_control",0.597537878787879,0.566502463054187,0.0965909090909091,0.172413793103448
"SLC12A5","ENST00000243964","snv_control",0.595046254849299,0.577464788732394,0.0504327066547299,0.0563380281690141
"MRAP2","ENST00000257776","snv_control",0.585760517799353,0.571428571428571,0.0501618122977346,0.0498866213151927
"BACH2","ENST00000257749","snv_control",0.617973079968329,0.634146341463415,0.0768012668250198,0.0562851782363977
"ELN","ENST00000252034","snv_control",0.667126436781609,0.74468085106383,0.0740229885057471,0.170212765957447
"GATA5","ENST00000252997","snv_control",0.64070351758794,0.694174757281553,0.0921273031825796,0.16504854368932
"DLL4","ENST00000249749","snv_control",0.619533527696793,0.767857142857143,0.0563654033041788,0
"SMARCC1","ENST00000254480","snv_control",0.617842073538276,0.648648648648649,0.0759493670886076,0.114864864864865
"NALCN","ENST00000251127","snv_control",0.599578301705961,0.65983606557377,0.072263753114817,0.0983606557377049
"TUBG1","ENST00000251413","snv_control",0.558259587020649,0.544354838709677,0.0457227138643068,0.0161290322580645
"SEPTIN12","ENST00000268231","snv_control",0.623026926648097,0.650793650793651,0.085422469823584,0.0952380952380952
"AFF4","ENST00000265343","snv_control",0.615693012600229,0.573033707865168,0.0615693012600229,0.0280898876404494
"PRKCG","ENST00000263431","snv_control",0.598376313276027,0.602510460251046,0.0859598853868195,0.0669456066945607
"MARS1","ENST00000262027","snv_control",0.598594154642989,0.65989847715736,0.0610432852386237,0.131979695431472
"EVC","ENST00000264956","snv_control",0.617656931856328,0.592592592592593,0.0637797918764686,0.0888888888888889
"DNAJB11","ENST00000265028","snv_control",0.634168987929434,0.6,0.0705663881151346,0.104347826086957
"FBN2","ENST00000262464","snv_control",0.605217988328184,0.609411764705882,0.0561849181828585,0.0376470588235294
"PDE8B","ENST00000264917","snv_control",0.574115876598947,0.49375,0.0500376222723853,0.025
"MCM6","ENST00000264156","snv_control",0.600567721005677,0.55688622754491,0.0308191403081914,0.0419161676646707
"VCAN","ENST00000265077","snv_control",0.603277401628888,0.606741573033708,0.0586792267687175,0.050561797752809
"GRIA2","ENST00000264426","snv_control",0.610482654600302,0.608108108108108,0.0761689291101056,0.0743243243243243
"FAT2","ENST00000261800","snv_control",0.59095785440613,0.620926243567753,0.060536398467433,0.137221269296741
"HS6ST1","ENST00000259241","snv_control",0.592233009708738,0.58102766798419,0.0202265372168285,0.0210803689064559
"GABBR2","ENST00000259455","snv_control",0.601556970983723,0.587962962962963,0.0636942675159236,0.0787037037037037
"MAP2K2","ENST00000262948","snv_control",0.621778886118038,0.732919254658385,0.057356608478803,0.0496894409937888
"TRPV4","ENST00000261740","snv_control",0.621941896024465,0.600961538461538,0.0619266055045872,0.105769230769231
"RAD51","ENST00000267868","snv_control",0.565686274509804,0.609195402298851,0.0215686274509804,0.0804597701149425
"PDE6H","ENST00000266395","snv_control",0.619047619047619,0.614173228346457,0.0317460317460317,0.031496062992126
"CTCF","ENST00000264010","snv_control",0.612637362637363,0.591489361702128,0.0801282051282051,0.0723404255319149
"TIMP3","ENST00000266085","snv_control",0.561320754716981,0.57258064516129,0.0833333333333333,0.0766129032258065
"GUCY2C","ENST00000261170","snv_control",0.591247672253259,0.6,0.0726256983240224,0.124444444444444
"MIB1","ENST00000261537","snv_control",0.598146309169149,0.518324607329843,0.0407149950347567,0.06282722513089
"CHMP2B","ENST00000263780","snv_control",0.649532710280374,0.614906832298137,0.0716510903426791,0
"WBP11","ENST00000261167","snv_control",0.638110072689512,0.632231404958678,0.083073727933541,0.0950413223140496
"CHD5","ENST00000262450","snv_control",0.630861040068201,0.637931034482759,0.06615515771526,0.137931034482759
"EPAS1","ENST00000263734","snv_control",0.58936088786835,0.564356435643564,0.0765403750478377,0.0198019801980198
"GNAO1","ENST00000262493","snv_control",0.568075117370892,0.588235294117647,0.0403755868544601,0.0546218487394958
"HCN4","ENST00000261917","snv_control",0.614341085271318,0.641211323238973,0.0927464008859358,0.144832126398947
"TUBB2B","ENST00000259818","snv_control",0.585201793721973,0.594059405940594,0.0440956651718984,0.0459045904590459
"ARCN1","ENST00000264028","snv_control",0.594401041666667,0.585714285714286,0.0729166666666667,0.0928571428571429
"TNPO3","ENST00000265388","snv_control",0.583694083694084,0.567567567567568,0.0638528138528139,0
"KDR","ENST00000263923","snv_control",0.622205846229428,0.582417582417582,0.0621468926553672,0.0732600732600733
"WDR37","ENST00000263150","snv_control",0.589225589225589,0.67032967032967,0.0592592592592593,0.0714285714285714
"WDR11","ENST00000263461","snv_control",0.598367346938775,0.620192307692308,0.0500680272108844,0.0625
"HDC","ENST00000267845","snv_control",0.599798893916541,0.641154328732748,0.0723981900452489,0.0702634880803011
"TCF3","ENST00000262965","snv_control",0.605089058524173,0.642487046632124,0.0809160305343511,0.0880829015544041
"MCM2","ENST00000265056","snv_control",0.576795580110497,0.540372670807453,0.0408839779005525,0.0745341614906832
"GAL","ENST00000265643","snv_control",0.594086021505376,0.59504132231405,0.0456989247311828,0.0330578512396694
"SEMA3A","ENST00000265362","snv_control",0.616148531951641,0.640316205533597,0.0630397236614853,0.0474308300395257
"IRF8","ENST00000268638","snv_control",0.627634660421546,0.643171806167401,0.0616705698672912,0.0837004405286344
"SIX3","ENST00000260653","snv_control",0.610610610610611,0.621399176954732,0.038038038038038,0.0164609053497942
"RLBP1","ENST00000268125","snv_control",0.611111111111111,0.598086124401914,0.0324947589098532,0.0669856459330144
"CLCN2","ENST00000265593","snv_control",0.60734149054505,0.653061224489796,0.0541342232109752,0.073469387755102
"SRSF1","ENST00000258962","snv_control",0.55421686746988,0.518367346938776,0.0535475234270415,0.0489795918367347
"TNFRSF13B","ENST00000261652","snv_control",0.579365079365079,0.581395348837209,0.072562358276644,0.109634551495017
"MCOLN1","ENST00000264079","snv_control",0.59609868043603,0.71264367816092,0.0487664945496271,0.0459770114942529
"PRPF6","ENST00000266079","snv_control",0.613234253361642,0.679802955665025,0.0583864118895966,0.0394088669950739
"PDGFRB","ENST00000261799","snv_control",0.577235772357724,0.645299145299145,0.050587172538392,0.094017094017094
"ARFGEF1","ENST00000262215","snv_control",0.58990990990991,0.67906976744186,0.0630630630630631,0.0697674418604651
"SLC12A2","ENST00000262461","snv_control",0.620225336630943,0.666666666666667,0.0656773838966749,0.021505376344086
"THSD1","ENST00000258613","snv_control",0.626025791324736,0.653603918824353,0.0652598671355998,0.0699790062981106
"LMNB1","ENST00000261366","snv_control",0.597955706984668,0.66304347826087,0.0380465644520159,0.0869565217391304
"SCN1B","ENST00000262631","snv_control",0.567732115677321,0.555555555555556,0.0319634703196347,0
"SPTLC1","ENST00000262554","snv_control",0.627285513361463,0.673611111111111,0.0675105485232067,0
"SYT1","ENST00000261205","snv_control",0.619385342789598,0.571984435797665,0.08274231678487,0.046692607003891
"MMP13","ENST00000260302","snv_control",0.621468926553672,0.576158940397351,0.0783898305084746,0.0993377483443709
"AAGAB","ENST00000261880","snv_control",0.613924050632911,0.625,0.04957805907173,0.1015625
"CBL","ENST00000264033","snv_control",0.619992649761117,0.637982195845697,0.0606394707828004,0.0385756676557863
"GRIN2D","ENST00000263269","snv_control",0.621540762902019,0.695965417867435,0.0767888307155323,0.11671469740634
"POLG","ENST00000268124","snv_control",0.608602150537634,0.700787401574803,0.0658602150537634,0.102362204724409
"FOXF1","ENST00000262426","snv_control",0.642105263157895,0.497630331753554,0.0491228070175439,0.042654028436019
"VWF","ENST00000261405","snv_control",0.586709310589908,0.606694560669456,0.0533049040511727,0.0209205020920502
"CUL3","ENST00000264414","snv_control",0.638491547464239,0.664835164835165,0.0576506285218899,0
"RB1","ENST00000267163","snv_control",0.609257265877287,0.580645161290323,0.0914962325080732,0.0645161290322581
"TRPA1","ENST00000262209","snv_control",0.608928571428571,0.601532567049808,0.0705357142857143,0.0689655172413793
"SLC1A3","ENST00000265113","snv_control",0.593615715162677,0.580392156862745,0.050951503990178,0
"KLF1","ENST00000264834","snv_control",0.664830119375574,0.597345132743363,0.0789715335169881,0.0752212389380531
"ITGA2B","ENST00000262407","snv_control",0.609615384615385,0.763636363636364,0.0836538461538461,0.0818181818181818
"PITPNM3","ENST00000262483","snv_control",0.59008547008547,0.629213483146067,0.0567521367521368,0.0280898876404494
"DHTKD1","ENST00000263035","snv_control",0.601449275362319,0.598684210526316,0.0608695652173913,0.0592105263157895
"KMT2C","ENST00000262189","snv_control",0.613802931596091,0.594405594405594,0.067114549402823,0.027972027972028
"POLR1A","ENST00000263857","snv_control",0.600038737168313,0.52317880794702,0.0538446639550649,0.0264900662251656
"KIF11","ENST00000260731","snv_control",0.626616209397666,0.604395604395604,0.0917691579943236,0.126373626373626
"AARS1","ENST00000261772","snv_control",0.591331269349845,0.601694915254237,0.0488476092191262,0.0677966101694915
"CDH11","ENST00000268603","snv_control",0.587620242576328,0.555758683729433,0.0593893768297783,0.0694698354661792
"SREBF1","ENST00000261646","snv_control",0.610627177700348,0.625,0.0754936120789779,0.0357142857142857
"C9","ENST00000263408","snv_control",0.624404761904762,0.717647058823529,0.0982142857142857,0.176470588235294
"CUX2","ENST00000261726","snv_control",0.602555480833894,0.629107981220657,0.0970634386908765,0.105633802816901
"SMAD2","ENST00000262160","snv_control",0.5997150997151,0.482758620689655,0.0641025641025641,0.0689655172413793
"STAT3","ENST00000264657","snv_control",0.603112840466926,0.594339622641509,0.0492866407263294,0.0471698113207547
"CSRP3","ENST00000265968","snv_control",0.606837606837607,0.637795275590551,0.0700854700854701,0.165354330708661
"SETD1A","ENST00000262519","snv_control",0.641491022638564,0.59375,0.0887978142076503,0.0178571428571429
"SDHA","ENST00000264932","snv_control",0.569423558897243,0.576642335766423,0.0476190476190476,0.0291970802919708
"NOVA2","ENST00000263257","snv_control",0.632183908045977,0.638128861429832,0.0878972278566599,0.0953221535745808
"HAL","ENST00000261208","snv_control",0.59726443768997,0.570680628272251,0.0410334346504559,0.0890052356020942
"DNAJB6","ENST00000262177","snv_control",0.651376146788991,0.68421052631579,0.0856269113149847,0.037593984962406
"ABCB6","ENST00000265316","snv_control",0.609727164887307,0.528301886792453,0.0419137999209174,0.050314465408805
"ANLN","ENST00000265748","snv_control",0.600592592592593,0.637931034482759,0.0764444444444444,0.028735632183908
"PIKFYVE","ENST00000264380","snv_control",0.601715102429728,0.596385542168675,0.0643163411148166,0.102409638554217
"EPCAM","ENST00000263735","snv_control",0.612698412698413,0.619565217391304,0.0952380952380952,0
"TUBA3D","ENST00000321253","snv_control",0.600886917960089,0.62536023054755,0.0517368810051737,0.0432276657060519
"FLNB","ENST00000295956","snv_control",0.598027916506595,0.697478991596639,0.0586502753233449,0.0966386554621849
"GPD1L","ENST00000282541","snv_control",0.608901515151515,0.63265306122449,0.0577651515151515,0
"FIGLA","ENST00000332372","snv_control",0.590909090909091,0.53030303030303,0.0636363636363636,0
"TUBA8","ENST00000330423","snv_control",0.592592592592593,0.619186046511628,0.0644444444444444,0.11046511627907
"MST1R","ENST00000296474","snv_control",0.598382108018082,0.535947712418301,0.0532952652867,0.0686274509803922
"LBR","ENST00000272163","snv_control",0.648809523809524,0.578199052132701,0.0757575757575758,0.037914691943128
"FBLN1","ENST00000327858","snv_control",0.56344696969697,0.526315789473684,0.0321969696969697,0.0473684210526316
"KAT5","ENST00000341318","snv_control",0.59963436928702,0.513513513513513,0.0597196831200488,0.027027027027027
"ANTXR1","ENST00000303714","snv_control",0.646607669616519,0.704180064308682,0.0784660766961652,0.160771704180064
"KCNH5","ENST00000322893","snv_control",0.618806875631951,0.607214428857715,0.0876306033029997,0.0961923847695391
"NEUROD1","ENST00000295108","snv_control",0.588235294117647,0.588235294117647,0.065359477124183,0.065359477124183
"INSR","ENST00000302850","snv_control",0.601349722824777,0.649382716049383,0.0547119787900699,0.0567901234567901
"LMBRD2","ENST00000296603","snv_control",0.616858237547893,0.567567567567568,0.0852490421455939,0
"TUBB6","ENST00000317702","snv_control",0.553318419090231,0.561938958707361,0.0238627889634601,0.0251346499102334
"IKZF1","ENST00000331340","snv_control",0.6,0.578947368421053,0.0461538461538462,0.05
"TRAF7","ENST00000326181","snv_control",0.575260804769002,0.707692307692308,0.042722305017387,0.123076923076923
"CDKN2A","ENST00000304494","snv_control",0.664543524416136,0.46875,0.0743099787685775,0.0625
"CUX1","ENST00000292535","snv_control",0.608455068614431,0.682819383259912,0.066622399291722,0.0954478707782673
"SRRM2","ENST00000301740","snv_control",0.608790410461315,0.666666666666667,0.0617508172902288,0
"UBAP1","ENST00000297661","snv_control",0.605036447978794,0.62303664921466,0.0556660039761431,0.06282722513089
"JARID2","ENST00000341776","snv_control",0.59663191659984,0.489270386266094,0.0767174552258754,0.103004291845494
"LMNB2","ENST00000325327","snv_control",0.599570585077831,0.641304347826087,0.0279119699409554,0.0978260869565217
"REN","ENST00000272190","snv_control",0.645372645372645,0.660377358490566,0.0491400491400491,0.0471698113207547
"GABRA5","ENST00000335625","snv_control",0.596832253419726,0.597142857142857,0.0755939524838013,0.142857142857143
"PEX6","ENST00000304611","snv_control",0.623513421678559,0.524064171122995,0.0604825008494733,0
"DPYSL5","ENST00000288699","snv_control",0.565191740412979,0.522058823529412,0.0430678466076696,0.0367647058823529
"SF3B2","ENST00000322535","snv_control",0.642113095238095,0.581967213114754,0.0866815476190476,0.172131147540984
"NEFH","ENST00000310624","snv_control",0.685602350636631,0.724409448818898,0.0858635324844923,0.133858267716535
"SLC6A1","ENST00000287766","snv_control",0.601111111111111,0.6,0.0616666666666667,0.0258064516129032
"KCNMA1","ENST00000286628","snv_control",0.607652923740232,0.603333333333333,0.0501212611156023,0.0166666666666667
"RAD21","ENST00000297338","snv_control",0.62710970464135,0.566115702479339,0.0654008438818565,0.0702479338842975
"COL6A3","ENST00000295550","snv_control",0.610237046360394,0.802197802197802,0.05307321166352,0.0879120879120879
"DHX37","ENST00000308736","snv_control",0.612838226827864,0.639705882352941,0.0708117443868739,0.139705882352941
"KLHL7","ENST00000339077","snv_control",0.603066439522998,0.646706586826347,0.0420215786484952,0.0359281437125748
"PKP2","ENST00000340811","snv_control",0.575974542561655,0.596638655462185,0.0588703261734288,0.0336134453781513
"CAPRIN1","ENST00000341394","snv_control",0.599530516431925,0.617391304347826,0.0586854460093897,0.11304347826087
"CLTC","ENST00000269122","snv_control",0.59466984884646,0.691428571428571,0.0562848050914877,0.0914285714285714
"COL12A1","ENST00000322507","snv_control",0.6102045256745,0.59016393442623,0.064621409921671,0
"PDE11A","ENST00000286063","snv_control",0.596002855103497,0.495145631067961,0.0667380442541042,0.0436893203883495
"PNKD","ENST00000273077","snv_control",0.646804835924007,0.691964285714286,0.0751295336787565,0.0714285714285714
"HESX1","ENST00000295934","snv_control",0.625448028673835,0.664429530201342,0.116487455197133,0.167785234899329
"CD164","ENST00000310786","snv_control",0.589225589225589,0.622119815668203,0.0336700336700337,0.0368663594470046
"TNNI3K","ENST00000326637","snv_control",0.582535885167464,0.559055118110236,0.0470494417862839,0.062992125984252
"WNK1","ENST00000315939","snv_control",0.596307175828787,0.646739130434783,0.0558120016785564,0.0570652173913043
"HPD","ENST00000289004","snv_control",0.62098138747885,0.664596273291925,0.0532994923857868,0.0745341614906832
"DNAAF4","ENST00000321149","snv_control",0.624703087885986,0.55625,0.107680126682502,0.05
"SLC2A2","ENST00000314251","snv_control",0.60952380952381,0.661354581673307,0.0736507936507936,0.0916334661354582
"PRKD1","ENST00000331968","snv_control",0.602774735304856,0.520446096654275,0.0682730923694779,0.0594795539033457
"PCSK9","ENST00000302118","snv_control",0.603174603174603,0.530075187969925,0.0634920634920635,0.0488721804511278
"EDN3","ENST00000337938","snv_control",0.622036262203626,0.575418994413408,0.097629009762901,0.0837988826815642
"TUBB2A","ENST00000333628","snv_control",0.586696562032885,0.595859585958596,0.0440956651718984,0.0459045904590459
"PRDX3","ENST00000298510","snv_control",0.591439688715953,0.548076923076923,0.0363164721141375,0
"ADGRE2","ENST00000315576","snv_control",0.615291262135922,0.576271186440678,0.0481391585760518,0
"CTNNA1","ENST00000302763","snv_control",0.583241455347299,0.58284023668639,0.0463065049614112,0.0502958579881657
"OVOL2","ENST00000278780","snv_control",0.603864734299517,0.594005449591281,0.0845410628019324,0.0626702997275204
"PHIP","ENST00000275034","snv_control",0.591840468349799,0.656976744186046,0.0781192828393707,0.0959302325581395
"PACS1","ENST00000320580","snv_control",0.604426002766252,0.542168674698795,0.0618948824343015,0.0240963855421687
"NLRP3","ENST00000336119","snv_control",0.611916264090177,0.593333333333333,0.0663446054750403,0.0866666666666667
"TMC1","ENST00000297784","snv_control",0.632501095050372,0.547945205479452,0.0757774857643452,0.10958904109589
"CRYBA2","ENST00000295728","snv_control",0.621212121212121,0.595959595959596,0.0303030303030303,0
"HEPACAM","ENST00000298251","snv_control",0.614708233413269,0.671388101983003,0.0727418065547562,0.0793201133144476
"FBLN5","ENST00000342058","snv_control",0.572383073496659,0.556603773584906,0.0556792873051225,0.0943396226415094
"ABL1","ENST00000318560","snv_control",0.610963748894783,0.63342776203966,0.0837017388741527,0.101416430594901
"MYRF","ENST00000278836","snv_control",0.6015625,0.641221374045801,0.0807291666666667,0
"KRT83","ENST00000293670","snv_control",0.597165991902834,0.663865546218487,0.0512820512820513,0.109243697478992
"HSPA9","ENST00000297185","snv_control",0.599019607843137,0.6015625,0.0607843137254902,0.171875
"PLIN1","ENST00000300055","snv_control",0.634161886551944,0.653658536585366,0.058636073932441,0.0731707317073171
"LIPC","ENST00000299022","snv_control",0.612,0.574074074074074,0.0593333333333333,0.111111111111111
