design,pair_id,stratum,role,is_disease,hgnc_symbol,uniprot,ensembl_transcript_id,group,Pfam_flag,Protein_feature_flag,Structured_domain_flag,SLiM_flag,MoRF_flag,PTM_flag,NLS_flag,LCS_flag,PPI_flag,cds_length,NMDesc_region_length,exon_num,gc_content,nmdesc_gc_content,repeat_fraction,nmdesc_repeat_fraction,homopolymer_fraction,nmdesc_homopolymer_fraction,pfam_overlap_length,pfam_overlap_fraction,degree_centrality,pLI,oe_lof_upper,tau,n_flags_set,n_flags_available
matched,FS_0098,FS,case,1,GCK,P35557,ENST00000403799,fs,1,1.0,1.0,,,1.0,0.0,1.0,0.0,1398,295,10,61.3,65.76,0.5636623748211731,0.535593220338983,0.0493562231759656,0.0406779661016949,295,1.0,0.0200573065902578,0.63464,0.443,0.951385295722211,5.0,7
matched,FS_0098,FS,control,0,SOX10,P56693,ENST00000396884,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,1401,741,4,66.67,66.13,0.6231263383297645,0.6531713900134952,0.0856531049250535,0.0850202429149797,63,0.0850202429149797,0.0945558739255014,0.99166,0.209,0.9599423105402902,7.0,7
matched,FS_0099,FS,case,1,DES,P17661,ENST00000373960,fs,0,1.0,0.0,,,1.0,0.0,1.0,0.0,1413,123,9,61.78,54.47,0.6256192498230715,0.6585365853658537,0.0290162774239207,0.0975609756097561,0,0.0,0.0171919770773638,0.0088282,0.596,0.8928008969205824,3.0,7
matched,FS_0099,FS,control,0,MMP13,P45452,ENST00000260302,fs_control,1,1.0,1.0,,,0.0,,0.0,1.0,1416,81,10,44.77,33.33,0.6214689265536724,0.6296296296296297,0.0783898305084745,0.1234567901234567,75,0.925925925925926,0.0487106017191977,7.8767e-18,1.524,0.979136065763328,4.0,6
matched,FS_0100,FS,case,1,HNRNPU,Q00839,ENST00000640218,fs,1,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,2478,444,14,50.36,42.57,0.6739305891848265,0.6801801801801802,0.1081517352703793,0.1081081081081081,251,0.5653153153153153,0.0458452722063037,1.0,0.114,0.5687292636923613,5.0,8
matched,FS_0100,FS,control,0,FGFR1,P11362,ENST00000447712,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,2469,154,18,57.11,60.39,0.608343458890239,0.5714285714285714,0.0587282300526528,0.0584415584415584,80,0.5194805194805194,0.0744985673352435,0.99984,0.215,0.654881787141031,7.0,7
matched,FS_0101,FS,case,1,CAPN3,P20807,ENST00000397163,fs,1,1.0,1.0,,,1.0,,0.0,1.0,2466,209,24,52.64,47.37,0.5847526358475263,0.5406698564593302,0.0604217356042173,0.0382775119617224,170,0.8133971291866029,0.0114613180515759,3.5865e-19,0.965,0.8876214848675705,5.0,6
matched,FS_0101,FS,control,0,AP1G1,O43747,ENST00000299980,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,2469,154,23,44.07,47.4,0.59983799108951,0.5454545454545454,0.0603483191575536,0.0259740259740259,154,1.0,0.0085959885386819,0.99998,0.202,0.46390617185323,6.0,6
matched,FS_0102,FS,case,1,GATA2,P23769,ENST00000341105,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1443,379,6,64.8,57.52,0.65003465003465,0.6464379947229552,0.0873180873180873,0.0448548812664907,179,0.4722955145118733,0.0716332378223495,0.97927,0.292,0.8780178699799012,6.0,7
matched,FS_0102,FS,control,0,OSBPL2,Q9H1P3,ENST00000313733,fs_control,1,1.0,1.0,0.0,,1.0,,1.0,1.0,1443,670,14,53.08,53.88,0.6264726264726265,0.6313432835820896,0.0699930699930699,0.0656716417910447,670,1.0,,0.13102,0.481,0.6461629363389988,6.0,7
matched,FS_0103,FS,case,1,ZNF148,Q9UQR1,ENST00000360647,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2385,1630,9,41.43,41.72,0.5647798742138365,0.5644171779141104,0.070859538784067,0.0717791411042944,29,0.0177914110429447,0.0114613180515759,0.99997,0.103,0.5610893420599934,6.0,7
matched,FS_0103,FS,control,0,ALDH18A1,P54886,ENST00000371224,fs_control,0,1.0,1.0,,,1.0,,1.0,0.0,2388,248,18,51.09,51.61,0.5942211055276382,0.5725806451612904,0.0544388609715242,0.064516129032258,0,0.0,0.0229226361031518,0.00081212,0.519,0.7309887251666335,4.0,6
matched,FS_0104,FS,case,1,SERPING1,P05155,ENST00000278407,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1503,262,8,53.43,53.82,0.6420492348636061,0.5954198473282443,0.0578842315369261,0.049618320610687,262,1.0,0.0229226361031518,0.96351,0.322,0.7407554303483027,6.0,6
matched,FS_0104,FS,control,0,PLAG1,Q6DJT9,ENST00000316981,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,1503,1234,5,45.31,45.06,0.6447105788423154,0.6377633711507293,0.0499001996007984,0.0526742301458671,356,0.2884927066450567,0.0057306590257879,0.99532,0.188,0.8251191380450175,7.0,7
matched,FS_0105,FS,case,1,BARD1,Q99728,ENST00000260947,fs,0,1.0,1.0,,,1.0,1.0,1.0,1.0,2334,391,11,43.92,47.06,0.5685518423307626,0.5703324808184144,0.0599828620394173,0.0434782608695652,0,0.0,0.0343839541547277,1.3777e-24,1.358,0.8315869733659963,6.0,7
matched,FS_0105,FS,control,0,NR3C1,P04150,ENST00000394464,fs_control,1,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,2334,181,9,44.04,40.33,0.6062553556126821,0.6077348066298343,0.1028277634961439,0.1381215469613259,126,0.6961325966850829,0.0659025787965616,0.96958,0.32,0.7128387433542999,6.0,8
matched,FS_0106,FS,case,1,SOX9,P48436,ENST00000245479,fs,1,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1530,871,3,67.78,69.92,0.5895424836601307,0.6096440872560276,0.0986928104575163,0.1010332950631458,216,0.2479908151549942,0.1375358166189111,0.99772,0.168,0.8534654901611185,6.0,8
matched,FS_0106,FS,control,0,HARS1,P12081,ENST00000504156,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,1530,731,13,53.27,54.86,0.5875816993464053,0.6073871409028728,0.0581699346405228,0.0656634746922024,671,0.9179206566347468,0.0171919770773638,,,0.574495175152396,6.0,6
matched,FS_0107,FS,case,1,FH,P07954,ENST00000366560,fs,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1533,269,10,45.99,43.49,0.5805609915198956,0.6282527881040892,0.0652315720808871,0.0855018587360594,144,0.5353159851301115,0.0200573065902578,0.08824,0.544,0.5949981474346508,6.0,7
matched,FS_0107,FS,control,0,ARCN1,P48444,ENST00000264028,fs_control,1,1.0,1.0,,,1.0,,0.0,0.0,1536,158,10,44.4,45.57,0.5944010416666666,0.5949367088607594,0.0729166666666666,0.0822784810126582,143,0.9050632911392406,0.0200573065902578,0.99997,0.101,0.6788582238838344,4.0,6
matched,FS_0108,FS,case,1,SATB1,Q01826,ENST00000338745,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2292,603,11,49.39,52.4,0.631762652705061,0.6716417910447762,0.0571553228621291,0.0497512437810945,183,0.3034825870646766,0.0171919770773638,0.99051,0.293,0.5996451396181364,6.0,7
matched,FS_0108,FS,control,0,SOX5,P35711,ENST00000451604,fs_control,0,1.0,1.0,,,0.0,1.0,1.0,1.0,2292,388,15,50.52,53.09,0.6112565445026178,0.6391752577319587,0.0431937172774869,0.0335051546391752,8,0.0206185567010309,0.0343839541547277,0.99995,0.188,0.8535675243990369,5.0,7
matched,FS_0109,FS,case,1,COMP,P49747,ENST00000222271,fs,1,1.0,1.0,,,,,1.0,1.0,2274,1028,19,64.03,60.31,0.575197889182058,0.566147859922179,0.0576077396657871,0.0389105058365758,880,0.8560311284046692,0.0429799426934097,1.3462e-09,0.765,0.9813115249061096,5.0,5
matched,FS_0109,FS,control,0,KCNC3,Q14003,ENST00000477616,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,2274,1032,4,69.0,64.63,0.635004397537379,0.6056201550387597,0.1116974494283201,0.128875968992248,590,0.5717054263565892,0.0315186246418338,0.20575,0.587,0.92681521529549,5.0,6
matched,FS_0110,FS,case,1,MLH1,P40692,ENST00000231790,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,2271,1087,19,46.46,48.3,0.6014971378247468,0.5860165593376265,0.0673712021136063,0.0671573137074517,622,0.5722171113155474,0.0573065902578796,3.41e-05,0.575,0.6354870314628441,7.0,7
matched,FS_0110,FS,control,0,IKBKB,O14920,ENST00000520810,fs_control,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2271,1144,22,54.21,53.85,0.6045794804051079,0.6127622377622378,0.0559225011008366,0.0489510489510489,884,0.7727272727272727,0.0401146131805157,0.99192,0.29,0.6607833084926087,8.0,8
matched,FS_0111,FS,case,1,CELF2,,ENST00000633077,fs,1,,,,,,,,,1566,370,13,52.81,53.51,0.5810983397190294,0.6135135135135135,0.0472541507024265,0.0351351351351351,178,0.4810810810810811,0.0057306590257879,0.99965,0.174,0.7401038850936863,1.0,1
matched,FS_0111,FS,control,0,CASP10,Q92851,ENST00000286186,fs_control,1,0.0,1.0,,,0.0,,1.0,1.0,1569,218,10,47.29,47.71,0.5850860420650096,0.555045871559633,0.0484384958572339,0.0,218,1.0,0.0057306590257879,4.6392e-12,1.287,0.8164754616592185,4.0,6
matched,FS_0112,FS,case,1,PPP3CA,Q08209,ENST00000394854,fs,0,1.0,0.0,,,1.0,,1.0,0.0,1566,224,14,44.57,52.23,0.60727969348659,0.6160714285714286,0.0708812260536398,0.0535714285714285,0,0.0,0.0171919770773638,0.99988,0.158,0.8393203343650053,3.0,6
matched,FS_0112,FS,control,0,PLIN1,O60240,ENST00000300055,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,1569,195,9,65.58,61.03,0.6341618865519439,0.6358974358974359,0.058636073932441,0.041025641025641,195,1.0,0.0171919770773638,3.1486e-11,1.26,0.9805693984991526,5.0,6
matched,FS_0113,FS,case,1,EZH2,Q15910,ENST00000320356,fs,1,1.0,1.0,,,1.0,0.0,1.0,1.0,2256,79,20,44.15,45.57,0.6152482269503546,0.4556962025316455,0.0851063829787234,0.1392405063291139,60,0.759493670886076,0.1203438395415472,1.0,0.146,0.9128457043769592,6.0,7
matched,FS_0113,FS,control,0,STAT1,P42224,ENST00000361099,fs_control,1,1.0,1.0,,,1.0,0.0,1.0,0.0,2253,65,25,46.12,56.92,0.6231691078561917,0.5230769230769231,0.0643586329338659,0.0615384615384615,63,0.9692307692307692,0.0687679083094555,0.99999,0.187,0.9391099743030884,5.0,7
matched,FS_0114,FS,case,1,FUS,P35637,ENST00000254108,fs,1,1.0,1.0,1.0,,1.0,,1.0,1.0,1581,707,15,57.43,53.61,0.6628716002530044,0.6534653465346535,0.0512333965844402,0.0438472418670438,333,0.471004243281471,0.0429799426934097,0.9993,0.237,0.6151776549536552,7.0,7
matched,FS_0114,FS,control,0,ALG8,Q9BVK2,ENST00000299626,fs_control,1,,1.0,,,1.0,,1.0,0.0,1581,168,13,42.38,44.64,0.6103731815306768,0.6011904761904762,0.079696394686907,0.0476190476190476,149,0.8869047619047619,0.0057306590257879,1.1804e-08,0.83,0.7043151647217365,4.0,5
matched,FS_0115,FS,case,1,ZIC2,O95409,ENST00000376335,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1599,399,3,69.67,67.17,0.6416510318949343,0.6416040100250626,0.0794246404002501,0.1052631578947368,204,0.5112781954887218,0.0171919770773638,0.97362,0.267,0.984459065131592,6.0,7
matched,FS_0115,FS,control,0,BMPR1A,P36894,ENST00000372037,fs_control,1,0.0,1.0,,,1.0,,1.0,0.0,1599,223,13,44.28,46.19,0.5766103814884302,0.57847533632287,0.0519074421513445,0.0179372197309417,198,0.8878923766816144,0.0458452722063037,0.90333,0.355,0.7092146776663771,4.0,6
matched,FS_0116,FS,case,1,RPE65,Q16518,ENST00000262340,fs,1,1.0,1.0,,,0.0,,1.0,0.0,1602,175,14,43.57,49.14,0.6086142322097379,0.6114285714285714,0.0805243445692883,0.0228571428571428,175,1.0,0.0286532951289398,6.4889e-14,1.111,0.974239965344657,4.0,6
matched,FS_0116,FS,control,0,UGT1A1,P22309,ENST00000305208,fs_control,1,1.0,1.0,1.0,,1.0,,1.0,0.0,1602,301,5,50.69,52.82,0.5942571785268415,0.6478405315614618,0.066167290886392,0.0531561461794019,301,1.0,0.0028653295128939,3.2577e-06,1.08,0.9579290232398094,6.0,7
matched,FS_0117,FS,case,1,FZD4,Q9ULV1,ENST00000531380,fs,1,1.0,1.0,1.0,,1.0,,1.0,1.0,1614,1501,2,50.31,48.97,0.6350681536555143,0.6329113924050633,0.087360594795539,0.0792804796802131,1224,0.8154563624250499,0.0200573065902578,0.96962,0.312,0.86091433379214,7.0,7
matched,FS_0117,FS,control,0,CNOT2,Q9NZN8,ENST00000229195,fs_control,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1623,84,16,43.93,39.29,0.5878003696857671,0.5476190476190477,0.0708564386937769,0.0476190476190476,84,1.0,0.0057306590257879,0.99981,0.189,0.6196262502427279,6.0,7
matched,FS_0118,FS,case,1,DLL1,O00548,ENST00000616526,fs,0,1.0,0.0,,,1.0,,1.0,0.0,2172,57,11,63.31,49.12,0.6174033149171271,0.4210526315789473,0.0994475138121546,0.0,0,0.0,0.0315186246418338,0.99999,0.095,0.8404808798853567,3.0,6
matched,FS_0118,FS,control,0,ELN,P15502,ENST00000252034,fs_control,0,1.0,,,,1.0,,1.0,0.0,2175,2041,33,64.32,64.58,0.6671264367816092,0.6629103380695738,0.0740229885057471,0.06859382655561,0,0.0,0.0687679083094555,2.1429e-14,0.871,0.9590029973334064,3.0,5
matched,FS_0119,FS,case,1,LRSAM1,Q6UWE0,ENST00000300417,fs,1,1.0,1.0,1.0,,1.0,,1.0,1.0,2172,1023,26,56.49,55.72,0.5787292817679558,0.5894428152492669,0.0377532228360957,0.0498533724340175,162,0.158357771260997,0.0171919770773638,3.1008e-13,0.754,0.5566000298783976,7.0,7
matched,FS_0119,FS,control,0,PIK3R1,P27986,ENST00000521381,fs_control,1,1.0,1.0,0.0,,1.0,,1.0,1.0,2175,257,16,41.98,47.86,0.6257471264367817,0.6108949416342413,0.0754022988505747,0.0622568093385214,225,0.8754863813229572,0.1031518624641833,0.99978,0.228,0.7913035706625647,6.0,7
matched,FS_0120,FS,case,1,TBX3,O15119,ENST00000349155,fs,1,1.0,1.0,,,1.0,0.0,1.0,0.0,2172,843,7,61.97,72.84,0.643646408839779,0.6702253855278766,0.074585635359116,0.0842230130486358,347,0.4116251482799525,0.0487106017191977,0.98907,0.281,0.915208548328226,5.0,7
matched,FS_0120,FS,control,0,ZNF408,Q9H9D4,ENST00000311764,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,2163,1549,5,62.78,62.1,0.6481738326398521,0.6417043253712073,0.0638002773925104,0.0561652679147837,543,0.3505487411233053,0.0085959885386819,1.1792e-06,0.816,0.4324549027395573,7.0,7
matched,FS_0121,FS,case,1,DVL3,Q92997,ENST00000313143,fs,1,1.0,1.0,,,1.0,,1.0,0.0,2151,655,15,61.41,70.53,0.6099488609948861,0.6564885496183206,0.0641562064156206,0.116030534351145,622,0.9496183206106872,0.0315186246418338,0.38544,0.422,0.5295510725536215,5.0,6
matched,FS_0121,FS,control,0,FOXP2,O15409,ENST00000350908,fs_control,0,1.0,0.0,,,0.0,0.0,1.0,0.0,2148,223,17,47.72,49.33,0.6061452513966481,0.5515695067264574,0.0409683426443202,0.0,0,0.0,0.0372492836676217,0.99994,0.219,0.8813899859518681,2.0,7
matched,FS_0122,FS,case,1,TGFBR2,P37173,ENST00000295754,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1704,246,7,52.41,58.94,0.5733568075117371,0.5691056910569106,0.0352112676056338,0.032520325203252,176,0.7154471544715447,0.0744985673352435,0.12535,0.519,0.7609918217400896,6.0,6
matched,FS_0122,FS,control,0,TRAF3,Q13114,ENST00000392745,fs_control,1,1.0,1.0,1.0,,1.0,,1.0,1.0,1707,631,12,51.85,54.68,0.5758640890451083,0.5800316957210776,0.0656121851200937,0.0681458003169572,360,0.5705229793977813,0.0171919770773638,0.99869,0.224,0.8370313732543891,7.0,7
matched,FS_0123,FS,case,1,SLC40A1,Q9NP59,ENST00000261024,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1716,375,8,45.92,41.07,0.6130536130536131,0.584,0.0477855477855477,0.0213333333333333,341,0.9093333333333332,0.0057306590257879,0.98835,0.291,0.8875359224518539,6.0,6
matched,FS_0123,FS,control,0,MSTO1,Q9BUK6,ENST00000245564,fs_control,0,1.0,0.0,,,1.0,,1.0,0.0,1713,388,14,57.15,58.25,0.6112084063047285,0.634020618556701,0.0700525394045534,0.056701030927835,0,0.0,0.0028653295128939,1.6182e-09,1.076,0.7741421596276721,3.0,6
matched,FS_0124,FS,case,1,SLC3A1,Q07837,ENST00000260649,fs,1,1.0,0.0,,,0.0,,1.0,1.0,2058,495,10,44.41,41.82,0.597667638483965,0.5757575757575758,0.0602526724975704,0.0606060606060606,175,0.3535353535353535,0.0028653295128939,7.2168e-27,1.623,0.931751768385486,4.0,6
matched,FS_0124,FS,control,0,DLL4,Q9NR61,ENST00000249749,fs_control,0,0.0,0.0,,,0.0,,1.0,0.0,2058,93,11,60.79,50.54,0.619533527696793,0.6021505376344086,0.0563654033041788,0.0967741935483871,0,0.0,0.0458452722063037,0.99982,0.188,0.7984009267369446,1.0,6
matched,FS_0125,FS,case,1,TBR1,Q16650,ENST00000389554,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2049,676,6,61.05,70.27,0.632015617374329,0.6627218934911243,0.0673499267935578,0.0502958579881656,604,0.893491124260355,0.0401146131805157,0.99901,0.194,0.98212601984291,6.0,7
matched,FS_0125,FS,control,0,PRPF3,O43395,ENST00000324862,fs_control,1,1.0,1.0,,,1.0,0.0,1.0,1.0,2052,214,16,47.95,46.26,0.6276803118908382,0.677570093457944,0.070662768031189,0.0607476635514018,192,0.897196261682243,0.0401146131805157,1.0,0.068,0.5590443265221209,6.0,7
matched,FS_0126,FS,case,1,EYA1,Q99502,ENST00000340726,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,1779,833,18,46.94,44.9,0.6053962900505903,0.6182472989195679,0.0534007869589657,0.0720288115246098,678,0.8139255702280912,0.0315186246418338,0.94588,0.332,0.9375562974647424,7.0,7
matched,FS_0126,FS,control,0,GRN,P28799,ENST00000053867,fs_control,1,1.0,1.0,,,0.0,,1.0,0.0,1782,145,13,63.19,63.45,0.6391694725028059,0.6068965517241379,0.0729517396184062,0.0275862068965517,119,0.8206896551724138,0.0257879656160458,0.069666,0.483,0.7516898902014915,4.0,6
matched,FS_0127,FS,case,1,CPT2,P23786,ENST00000371486,fs,1,1.0,1.0,,,1.0,,1.0,0.0,1977,363,5,52.81,54.27,0.6059686393525544,0.6391184573002755,0.0703085483055134,0.024793388429752,341,0.9393939393939394,0.0143266475644699,4.598e-10,1.172,0.7075024711329804,5.0,6
matched,FS_0127,FS,control,0,ENG,P17813,ENST00000373203,fs_control,0,1.0,1.0,,,1.0,,1.0,1.0,1977,1723,15,61.41,60.77,0.5978755690440061,0.5931514799767846,0.0703085483055134,0.0702263493905978,0,0.0,0.0630372492836676,0.99858,0.24,0.7854069317168726,5.0,6
matched,FS_0128,FS,case,1,PPM1D,O15297,ENST00000305921,fs,0,1.0,0.0,,,1.0,1.0,1.0,0.0,1818,513,6,51.21,43.66,0.6325632563256326,0.6627680311890838,0.0599559955995599,0.0818713450292397,0,0.0,0.0200573065902578,2.2321e-11,1.096,0.7148485484336485,4.0,7
matched,FS_0128,FS,control,0,TBX18,O95935,ENST00000369663,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1824,811,8,56.85,54.62,0.6206140350877193,0.6313193588162762,0.0635964912280701,0.0702836004932182,25,0.0308261405672009,0.0315186246418338,0.99905,0.193,0.9399797089575962,6.0,7
matched,FS_0129,FS,case,1,FOXN1,O15353,ENST00000579795,fs,0,1.0,0.0,,,1.0,0.0,1.0,0.0,1947,625,9,62.76,64.8,0.6224961479198767,0.6112,0.1063174114021571,0.136,0,0.0,0.0085959885386819,0.94214,0.349,0.9736860766531804,3.0,7
matched,FS_0129,FS,control,0,SCNN1G,P51170,ENST00000300061,fs_control,1,1.0,1.0,1.0,,1.0,,1.0,1.0,1950,447,13,53.54,54.14,0.6184615384615385,0.6196868008948546,0.0317948717948717,0.0447427293064877,208,0.465324384787472,0.0257879656160458,0.48199,0.408,0.9155819705385908,7.0,7
matched,FS_0130,FS,case,1,FGA,P02671,ENST00000403106,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1935,1361,5,47.91,49.01,0.6134366925064599,0.6113152094048494,0.0480620155038759,0.0426157237325496,334,0.245407788390889,0.0229226361031518,1.2236e-13,1.021,0.982716950448546,6.0,6
matched,FS_0130,FS,control,0,WAC,Q9BTA9,ENST00000354911,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1944,1891,14,44.08,44.32,0.5689300411522634,0.5690111052353253,0.0632716049382716,0.0597567424643046,84,0.044420941300899,0.0143266475644699,1.0,0.084,0.7037870609280928,6.0,7
matched,FS_0131,FS,case,1,MPL,P40238,ENST00000372470,fs,0,1.0,0.0,1.0,,1.0,,1.0,0.0,1908,353,12,59.17,61.47,0.6142557651991615,0.6288951841359773,0.0539832285115303,0.0453257790368272,0,0.0,0.0229226361031518,4.0719e-09,0.763,0.7394531216192701,4.0,7
matched,FS_0131,FS,control,0,GHR,P10912,ENST00000230882,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,1917,991,10,44.24,46.82,0.6030255607720396,0.6145307769929365,0.0505998956703182,0.0595358224016145,906,0.9142280524722504,0.0200573065902578,8.4385e-05,0.662,0.8729433951120628,5.0,6
matched,SNV_0001,SNV,case,1,PLEC,Q15149,ENST00000345136,snv,1,1.0,1.0,,,1.0,,1.0,0.0,13644,6270,32,66.91,65.87,0.6109645265318089,0.6129186602870813,0.0307094693638229,0.0385964912280701,2025,0.3229665071770335,0.0630372492836676,8.3469e-12,0.392,0.7337288861791247,5.0,6
matched,SNV_0001,SNV,control,0,LRP1,Q07954,ENST00000243077,snv_control,0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,13635,192,89,60.07,63.02,0.566923359002567,0.6041666666666666,0.051998533186652,0.1145833333333333,0,0.0,0.0286532951289398,1.0,0.058,0.7763311844926235,5.0,8
matched,SNV_0002,SNV,case,1,PKD1,P98161,ENST00000262304,snv,0,1.0,0.0,,,1.0,,1.0,0.0,12912,519,46,67.24,68.4,0.5923946716232962,0.6647398843930635,0.0589374225526641,0.0789980732177264,0,0.0,0.0343839541547277,1.0,0.179,0.9242172827354568,3.0,6
matched,SNV_0002,SNV,control,0,FAT2,Q9NYQ8,ENST00000261800,snv_control,0,0.0,0.0,,,1.0,,1.0,0.0,13050,584,24,52.59,62.5,0.5909578544061302,0.6198630136986302,0.0605363984674329,0.136986301369863,0,0.0,,6.023e-18,0.507,0.9757829100740464,2.0,6
matched,SNV_0003,SNV,case,1,FLG,P20930,ENST00000368799,snv,1,1.0,1.0,,,1.0,,1.0,1.0,12186,12099,3,55.1,55.28,0.5548990645002462,0.5543433341598479,0.0320039389463318,0.0305810397553516,3915,0.3235804611951401,0.0085959885386819,0.00028793,1.96,0.9912221042724564,6.0,6
matched,SNV_0003,SNV,control,0,KMT2A,Q03164,ENST00000534358,snv_control,1,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,11919,327,36,48.12,48.32,0.6235422434768018,0.5718654434250765,0.0820538635791593,0.0244648318042813,252,0.7706422018348624,0.0515759312320916,1.0,0.065,0.6591032370191089,5.0,8
matched,SNV_0004,SNV,case,1,DSP,P15924,ENST00000379802,snv,1,1.0,1.0,,,1.0,,1.0,1.0,8616,3288,24,48.33,48.42,0.5899489322191273,0.6079683698296837,0.0548978644382544,0.0611313868613138,897,0.2728102189781022,0.0286532951289398,0.99978,0.26,0.9590385335513152,6.0,6
matched,SNV_0004,SNV,control,0,PIEZO2,,ENST00000674853,snv_control,1,,,,,,,,,8598,304,56,47.08,39.8,0.6111886485229123,0.6414473684210527,0.0693184461502675,0.0855263157894736,292,0.9605263157894736,0.0114613180515759,8.0992e-07,0.371,0.8489264933565702,1.0,1
matched,SNV_0005,SNV,case,1,FBN1,P35555,ENST00000316623,snv,0,1.0,0.0,0.0,,1.0,,1.0,0.0,8616,441,66,48.92,41.27,0.61652739090065,0.5963718820861678,0.0504874651810585,0.0566893424036281,0,0.0,0.0515759312320916,1.0,0.049,0.9493102721776132,3.0,7
matched,SNV_0005,SNV,control,0,APC,P25054,ENST00000257430,snv_control,1,1.0,1.0,1.0,,1.0,,1.0,1.0,8532,6625,16,41.23,40.74,0.5981012658227848,0.6055849056603774,0.0781762775433661,0.0848301886792452,4791,0.7231698113207548,0.0257879656160458,1.0,0.161,0.7552113076180489,7.0,7
matched,SNV_0006,SNV,case,1,FLNC,Q14315,ENST00000325888,snv,1,1.0,1.0,,,1.0,,1.0,0.0,8178,239,48,62.17,56.07,0.5964783565663977,0.6317991631799164,0.0682318415260454,0.104602510460251,224,0.9372384937238494,0.0515759312320916,0.99994,0.25,0.9498199602166604,5.0,6
matched,SNV_0006,SNV,control,0,KMT2B,Q9UMN6,ENST00000420124,snv_control,1,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,8148,327,37,63.67,57.19,0.6323024054982818,0.5168195718654435,0.1205203730976926,0.0122324159021406,252,0.7706422018348624,0.0573065902578796,1.0,0.07,0.6627570798220206,6.0,8
matched,SNV_0007,SNV,case,1,ZNF292,O60281,ENST00000369577,snv,1,1.0,1.0,,,1.0,1.0,1.0,0.0,8172,7203,8,38.69,37.89,0.6243269701419482,0.6214077467721782,0.0860254527655408,0.0877412189365542,612,0.0849645980841316,0.0028653295128939,1.0,0.14,0.752052123336505,6.0,7
matched,SNV_0007,SNV,control,0,SRRM2,Q9UQ35,ENST00000301740,snv_control,0,1.0,0.0,,,1.0,1.0,1.0,0.0,8259,61,15,55.61,63.93,0.6087904104613149,0.7213114754098361,0.0617508172902288,0.0,0,0.0,0.0171919770773638,1.0,0.118,0.5722262941646556,4.0,7
matched,SNV_0008,SNV,case,1,NSD1,Q96L73,ENST00000439151,snv,1,1.0,1.0,,,1.0,1.0,1.0,0.0,8091,1679,23,47.25,55.27,0.6131504140402917,0.6295413936867182,0.0836732171548634,0.080405002977963,150,0.0893388921977367,0.0372492836676217,1.0,0.095,0.5495405092925908,6.0,7
matched,SNV_0008,SNV,control,0,ITPR3,Q14573,ENST00000605930,snv_control,0,1.0,0.0,,,1.0,,1.0,0.0,8016,120,58,58.4,57.5,0.5893213572854291,0.4333333333333333,0.0441616766467065,0.0,0,0.0,0.0659025787965616,2.5541e-22,0.569,0.7900267519883978,3.0,6
matched,SNV_0009,SNV,case,1,NOTCH2,Q04721,ENST00000256646,snv,1,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,7416,1440,34,53.74,55.83,0.6004584681769147,0.6166666666666667,0.058522114347357,0.0861111111111111,132,0.0916666666666666,0.0630372492836676,1.0,0.116,0.7674102569528441,7.0,8
matched,SNV_0009,SNV,control,0,MAP1B,P46821,ENST00000296755,snv_control,0,1.0,0.0,,,1.0,,0.0,0.0,7407,207,7,48.41,48.31,0.607668421763197,0.6135265700483091,0.0776292696098285,0.038647342995169,0,0.0,0.0315186246418338,1.0,0.133,0.8454990040639155,2.0,6
